person,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,in_frame_sample,group,contact_traced_covid_cases
10684,1965,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Other,Loan from Family or Friends,"NA",No,3 months to less than 6 months,No,"NA",Yes,Yes,"No, but our business used to use it",Too many orders to fulfill on platforms,Yes,1,1,6
10687,1985,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Increased,Rising cost of inputs,CECRA,"NA",No,1 month to less than 3 months,Yes,Black,No,Yes,Yes,"NA",Yes,1,1,8
10688,1907,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Supply chain challenges,Temporary 10% Wage Subsidy,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
10692,1929,Increased,Decreased,Decreased,Increased,Decreased,Rising cost of inputs,Loan from Family or Friends,"NA",Don't Know,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,1,3
10700,1985,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Other,CECRA,"NA",Yes,3 months to less than 6 months,Yes,South Asian,No,No,"NA","NA",Yes,1,1,12
10703,1959,Stayed the Same,Decreased,Decreased,Decreased,Increased,Other,Regional Relief and Recovery Fund,"NA",Yes,Less than 1 month,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,1,5
10705,1988,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Government regulations,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
10707,2017,Increased,Stayed the Same,Decreased,Increased,Decreased,Cost of delivery and take out,Regional Relief and Recovery Fund,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,3
10710,1903,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,"NA","Provincial, Territorial or Municipal Government Programs","NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,7
10712,2011,Increased,Increased,Decreased,Increased,Decreased,Rising cost of inputs,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,3
10716,2010,Stayed the Same,Increased,Decreased,Increased,Increased,Cost of delivery and take out,Other,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
10718,2014,Increased,Decreased,Decreased,Stayed the Same,Decreased,Maintaining sufficient cash flow or managing debt,None of the Above,Funding or credit not needed,No,3 months to less than 6 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,11
10724,1999,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Rent expenses,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,1
10735,1902,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",CERS,"NA",Yes,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,1,7
10736,1980,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Loan from Family or Friends,"NA",Yes,3 months to less than 6 months,Yes,Black,No,Yes,No,"NA",Yes,1,1,3
10737,1967,Stayed the Same,Increased,Stayed the Same,Decreased,Decreased,Shortage of space and equipment,Temporary 10% Wage Subsidy,"NA",Don't Know,6 months to less than 12 months,Yes,Multiple Visible Minority,Yes,Yes,Yes,"NA",Yes,1,1,9
10742,1972,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,Regional Relief and Recovery Fund,"NA",No,6 months to less than 12 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,2
10745,2011,Decreased,Stayed the Same,Decreased,Increased,Increased,Rising cost of inputs,CECRA,"NA",Don't Know,12 months or more,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,1,1
10748,1903,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Rent expenses,CEWS,"NA",No,3 months to less than 6 months,Yes,Latin American,No,Yes,Yes,"NA",Yes,1,1,7
10749,1987,Stayed the Same,Increased,Decreased,Decreased,Stayed the Same,Rent expenses,Loan from Family or Friends,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,8
10756,1975,Increased,Increased,Increased,Stayed the Same,Decreased,Shortage of labour force,CERS,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
10760,1967,Decreased,Stayed the Same,Decreased,Increased,Decreased,Government regulations,Loan from Family or Friends,"NA",Don't Know,Don't Know,Yes,"First Nations, Metis and/or Inuit",Yes,Yes,Yes,"NA",Yes,1,1,9
10765,1923,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",Other,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
10768,2017,Stayed the Same,Increased,Increased,Increased,Stayed the Same,Shortage of space and equipment,Regional Relief and Recovery Fund,"NA",No,1 month to less than 3 months,Yes,Chinese,No,Yes,"No, but our business is considering it","NA",Yes,1,1,6
10772,1968,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Regional Relief and Recovery Fund,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
10776,1907,Stayed the Same,Decreased,Stayed the Same,Increased,Decreased,Supply chain challenges,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
10780,1942,Stayed the Same,Decreased,Decreased,Increased,Decreased,Shortage of space and equipment,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
10782,2006,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Very Limited (Under 5 Tables),1,1,2
10785,1966,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Shortage of labour force,CECRA,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,1,10
10794,1934,Stayed the Same,Stayed the Same,Increased,Decreased,Decreased,Recruiting and training skilled employees,CECRA,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
10798,2012,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Rent expenses,CERS,"NA",Yes,Don't Know,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,4
10801,1967,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,High speed internet,CECRA,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,8
10803,1931,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Maintaining sufficient cash flow or managing debt,None of the Above,Waiting for approval or submitting application,Don't Know,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,1,5
10807,1902,Decreased,Stayed the Same,Decreased,Increased,Increased,Cost of insurance,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,Don't Know,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,1,10
10808,1957,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Rent expenses,Temporary 10% Wage Subsidy,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,No,"NA","NA",Yes,1,1,4
10810,2009,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,1,7
10813,1972,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Supply chain challenges,CEBA,"NA",No,12 months or more,Yes,Black,No,Yes,Yes,"NA",Yes,1,1,5
10815,1996,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Rent expenses,CECRA,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,11
10817,1964,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",Loan from Family or Friends,"NA",Don't Know,Less than 1 month,Yes,Latin American,No,No,"NA","NA",Yes,1,1,3
10820,1968,Stayed the Same,Decreased,Decreased,Decreased,Decreased,Shortage of space and equipment,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
10825,1910,Decreased,Decreased,Increased,Decreased,Decreased,Recruiting and training skilled employees,CECRA,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
10828,1929,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",Regional Relief and Recovery Fund,"NA",No,Less than 1 month,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,5
10829,1990,Decreased,Decreased,Stayed the Same,Increased,Increased,"NA",CEWS,"NA",No,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,1,8
10834,1936,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Cost of delivery and take out,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,1,10
10843,1994,Decreased,Decreased,Increased,Increased,Decreased,Insufficent and/or fluctuating customer demand,None of the Above,Did not meet eligibility requirements,Yes,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,1,5
10844,1911,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Government regulations,Other,"NA",No,Don't Know,Yes,Black,No,Yes,Yes,"NA",Yes,1,1,11
10848,1961,Stayed the Same,Decreased,Increased,Increased,Decreased,Other,CEBA,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,8
10849,2015,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Cost of delivery and take out,Temporary 10% Wage Subsidy,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,7
10855,1971,Increased,Increased,Decreased,Increased,Increased,Government regulations,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,1,1
10861,1955,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Insufficent and/or fluctuating customer demand,Regional Relief and Recovery Fund,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
10862,1991,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Government regulations,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
10867,1951,Increased,Stayed the Same,Decreased,Decreased,Decreased,Maintaining sufficient cash flow or managing debt,None of the Above,Did not meet eligibility requirements,No,Less than 1 month,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,7
10868,1975,Decreased,Decreased,Stayed the Same,Decreased,Stayed the Same,Shortage of labour force,CEBA,"NA",Don't Know,Don't Know,No,"NA",No,No,"NA","NA",Yes,1,1,9
10872,2017,Decreased,Stayed the Same,Stayed the Same,Decreased,Decreased,Insufficent and/or fluctuating customer demand,Financial Institution (Term Loan or Line-of-Credit,"NA",No,12 months or more,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,1,10
10876,1944,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Increased,Cost of delivery and take out,Other,"NA",Yes,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
10882,1957,Increased,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,CECRA,"NA",Don't Know,Less than 1 month,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,4
10883,2021,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Rising cost of inputs,Temporary 10% Wage Subsidy,"NA",No,12 months or more,Yes,Chinese,No,No,"NA","NA",Yes,1,1,1
10885,1958,Stayed the Same,Stayed the Same,Decreased,Decreased,Stayed the Same,Rising cost of inputs,Other,"NA",Yes,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,1,2
10889,1997,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Supply chain challenges,Regional Relief and Recovery Fund,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,1,3
10890,1967,Stayed the Same,Stayed the Same,Increased,Increased,Stayed the Same,High speed internet,None of the Above,Did not meet eligibility requirements,Yes,6 months to less than 12 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,1
10895,2009,Stayed the Same,Decreased,Increased,Stayed the Same,Increased,Rising cost of inputs,CECRA,"NA",Yes,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,1
10898,2006,Increased,Stayed the Same,Decreased,Increased,Increased,Maintaining sufficient cash flow or managing debt,None of the Above,Waiting for approval or submitting application,No,6 months to less than 12 months,No,"NA",No,No,"NA","NA",Yes,1,1,7
10899,2008,Stayed the Same,Increased,Decreased,Decreased,Stayed the Same,"NA",Loan from Family or Friends,"NA",Yes,12 months or more,Yes,Black,No,Yes,Yes,"NA",Yes,1,1,6
10903,2017,Stayed the Same,Stayed the Same,Increased,Increased,Increased,Maintaining sufficient cash flow or managing debt,CECRA,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,8
10905,1983,Stayed the Same,Decreased,Stayed the Same,Decreased,Decreased,Cost of insurance,Loan from Family or Friends,"NA",No,12 months or more,Yes,Chinese,No,No,"NA","NA",Yes,1,1,2
10909,1946,Stayed the Same,Increased,Decreased,Increased,Decreased,Rent expenses,CEBA,"NA",Don't Know,12 months or more,Yes,Korean,No,Yes,Yes,"NA",Yes,1,1,4
10910,2007,Stayed the Same,Decreased,Decreased,Increased,Decreased,Government regulations,CERS,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
10912,1993,Increased,Decreased,Decreased,Increased,Decreased,Rent expenses,Temporary 10% Wage Subsidy,"NA",No,Less than 1 month,No,"NA",No,Yes,"No, but our business used to use it",Platform terms and conditions too strict,Yes,1,1,12
10914,2000,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Cost of delivery and take out,CECRA,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,0
10917,1949,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Government regulations,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,1,9
10927,1941,Decreased,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Insufficent and/or fluctuating customer demand,Loan from Family or Friends,"NA",Yes,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
10932,2016,Stayed the Same,Increased,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,"Provincial, Territorial or Municipal Government Programs","NA",Yes,Not considering permanent closure or bankrupcy,Yes,Chinese,No,No,"NA","NA",Yes,1,1,5
10935,1983,Stayed the Same,Decreased,Decreased,Increased,Decreased,Rising cost of inputs,Other,"NA",No,12 months or more,Yes,Korean,No,Yes,Yes,"NA",Yes,1,1,3
10936,2009,Stayed the Same,Stayed the Same,Decreased,Decreased,Stayed the Same,Other,CEBA,"NA",Yes,Not considering permanent closure or bankrupcy,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,6
10938,1972,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Increasing competition,CEBA,"NA",No,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,7
10940,1929,Stayed the Same,Increased,Increased,Increased,Decreased,Government regulations,Loan from Family or Friends,"NA",No,Don't Know,Yes,Black,No,Yes,Yes,"NA",Yes,1,1,1
10942,1987,Stayed the Same,Increased,Stayed the Same,Increased,Increased,Shortage of space and equipment,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
10947,1912,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Government regulations,"Provincial, Territorial or Municipal Government Programs","NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
10949,1952,Stayed the Same,Increased,Stayed the Same,Increased,Stayed the Same,Insufficent and/or fluctuating customer demand,CEBA,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,10
10957,1926,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Cost of delivery and take out,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,Don't Know,Yes,Black,No,Yes,Yes,"NA",Yes,1,1,7
10963,1952,Increased,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Government regulations,CEBA,"NA",Yes,Less than 1 month,Yes,Arab,No,Yes,Yes,"NA",Yes,1,1,6
10968,1922,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Supply chain challenges,CEWS,"NA",No,6 months to less than 12 months,No,"NA",No,No,"NA","NA",Yes,1,1,5
10970,1907,Decreased,Stayed the Same,Decreased,Decreased,Decreased,Cost of insurance,Loan from Family or Friends,"NA",No,6 months to less than 12 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,3
10972,1982,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,High speed internet,Loan from Family or Friends,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
10976,1945,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Insufficent and/or fluctuating customer demand,CERS,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
10977,1974,Decreased,Stayed the Same,Decreased,Increased,Increased,Government regulations,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,1,6
10979,1950,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Increased,Insufficent and/or fluctuating customer demand,Regional Relief and Recovery Fund,"NA",No,6 months to less than 12 months,No,"NA",Yes,Yes,"No, but our business is considering it","NA",Yes,1,1,7
10988,1960,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Increased,Maintaining sufficient cash flow or managing debt,Financial Institution (Term Loan or Line-of-Credit,"NA",No,3 months to less than 6 months,No,"NA",No,No,"NA","NA",Yes,1,1,7
